166,'\r\n\t9th Annual Public Lecture on â\x80\x9cAccess to Justice: Distant Realityâ\x80\x9d by Honâ\x80\x99ble Mr. Justice Dr. S. Muralidhar - Institute of Law - Nirma University\r\n'
167,'\r\n\tPatent Litigation Course - Institute of Law - Nirma University\r\n'
168,'\r\n\tProfessional Training Programme - Institute of Law - Nirma University\r\n'
169,"\r\n\tScintilla' 17 - Institute of Law - Nirma University\r\n"
170,'\r\n\tAdmission to First Year B.Arch. Programme\r\n'
171,'\r\n\tAdmissions\r\n'
172,'\r\n\tAdmission to First Year B.Arch. Programme\r\n'
173,'\r\n\tNirma University\r\n'
174,'\r\n\tUndergraduate Programmes\r\n'
175,'\r\n\tConsultancy of Institute of Architecture and Planning - Nirma University\r\n'
176,'\r\n\tTraining\r\n'
177,'\r\n\tAdmission to First Year B.Plan. Programme\r\n'
178,'\r\n\tMerit List\r\n'
179,'\r\n\tCut off Marks\r\n'
180,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
181,'\r\n\tInstitute of Architecture and Planning - Nirma University  Ahmedabad  Gujarat  India.\r\n'
182,'\r\n\t7th National Moot Court Competition - Institute of Law - Nirma University\r\n'
183,"\r\n\tScintilla '16 - Institute of Law - Nirma University\r\n"
184,'\r\n\tSecond MUN 2016 - Institute of Law - Nirma University\r\n'
185,'\r\n\tMediation Workshop (Phase I) - Institute of Law - Nirma University\r\n'
186,'\r\n\tWorkshop on "Awareness on Policy Making as growing career prospective for lawyers" - Institute of Law - Nirma University\r\n'
187,'\r\n\tThe Louis M. Brown and Foster S. Mosten International Client Consultation Competition (National Rounds) 2016 - Institute of Law - Nirma University\r\n'
188,'\r\n\tNational Conference on Justice Education 2016 (NCJE 16) - Institute of Law - Nirma University\r\n'
189,'\r\n\tInstructions for filling up online Application Form for 15% NRI / NRI Sponsored Category\r\n'
190,'\r\n\tMediation Training Workshop - Institute of Law - Nirma University\r\n'
191,'\r\n\tRefund Policy for NRI / NRI Sponsored Category (15% Seats)\r\n'
192,'\r\n\tB.Arch. Admission 2016 Cut-Off for NRI/NRI Sponsored Category (15% Seats)\r\n'
193,'\r\n\tFEE STRUCTURE FOR THE YEAR 2017-18\r\n'
194,'\r\n\t6th ILNU International Moot Court Competition - Institute of Law - Nirma University\r\n'
195,'\r\n\tInstitute of Architecture and Planning - Nirma University  Ahmedabad  Gujarat  India.\r\n'
196,'\r\n\tStudents Conference on IHL 2016 - Institute of Law - Nirma University\r\n'
197,'\r\n\tB.Pharm Admission (NRI Category)\r\n'
198,'\r\n\tCelebration of International Day for Social Justice on 20th  February  2016 - Institute of Law - Nirma University\r\n'
199,'\r\n\tNational Colloquium on 6th March 2016 - Institute of Law - Nirma University\r\n'
200,'\r\n\tCall for Papers - One day Symposium on the occasion of World Day for Social Justice February 20  2016 - Institute of Law - Nirma University\r\n'
201,'\r\n\tArbitration Mediation Workshop - Institute of Law - Nirma University\r\n'
202,'\r\n\tCentre for Continuing Education - Nirma University  Ahmedabad  Gujarat  India.\r\n'
203,'\r\n\tFaculty of Doctoral Studies & Research - Nirma University  Ahmedabad  Gujarat  India.\r\n'
204,'\r\n\tB.Arch. Admission 2016 Cut-Off for All India Category (35% Seats)\r\n'
205,'\r\n\tInstitute of Commerce - Nirma University  Ahmedabad  Gujarat  India.\r\n'
206,'\r\n\tFees Refund Policy : B.Arch. 35% All India Category Admission\r\n'
207,'\r\n\tFee Structure for Academic Year-2017-18\r\n'
208,'\r\n\tContact for All India Category(35% Seats)\r\n'
209,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
210,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
211,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
212,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
213,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
214,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
215,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
216,'\r\n\r\n'
217,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
218,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
219,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
220,'\r\n\tUrban Hopes Lecture by Ar Steven Holl and KALP 2015 of Department of Architecture and Planning - Institute of Architecture and Planning - Nirma University\r\n'
221,'\r\n\tLatest News - Latest Updates - Institute of Architecture and Planning - Nirma University\r\n'
222,'\r\n\tLatest EventsNull - IANU - Nirma University\r\n'
223,'\r\n\tWorld Architecture Day 2015 of Department of Architecture and Planning - Institute of Architecture and Planning - Nirma University\r\n'
224,'\r\n\tFoundation Day Lecture - Ar Nimish Patel - Institute of Architecture and Planning - Nirma University\r\n'
225,'\r\n\tRefund Policy for NRI / NRI Sponsored Category (15% Seats)\r\n'
226,'\r\n\tInstruction\r\n'
227,'\r\n\tFEE STRUCTURE FOR THE YEAR 2017-18\r\n'
228,'\r\n\tImportant Dates for NRI / NRI Sponsored Category (15% Seats)\r\n'
229,'\r\n\r\n'
230,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
231,'\r\n\tMedia Gallery Institute of Architecture and Planning - Nirma University\r\n'
232,'\r\n\tKalp 2016 of Department of Architecture and Planning - Institute of Architecture and Planning - Nirma University\r\n'
233,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
234,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
235,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
236,'\r\n\r\n'
237,'\r\n\tMedia Gallery Institute of Commerce - Nirma University\r\n'
238,'\r\n\t6th International Moot Court Competition  Institute of Law  Nirma University\r\n'
239,'\r\n\tLatest Events - Faculty of Doctoral Studies & Research - Nirma University\r\n'
240,'\r\n\tLatest News - Latest Updates - Faculty of Doctoral Studies & Research - Nirma University\r\n'
241,'\r\n\tLatest EventsNull - ICNU - Nirma University\r\n'
242,'\r\n\tLatest Events - Centre for Continuing Education - Nirma University\r\n'
243,'\r\n\tMedia Gallery Faculty of Doctoral Studies & Research - Nirma University\r\n'
244,'\r\n\tFormulation and Characterization of Nanoparticulate Drug Delivery System - Centre for Continuing Education - Nirma University\r\n'
245,'\r\n\tDecision Making & Problem Solving Skills For Managers - Centre for Continuing Education - Nirma University\r\n'
246,'\r\n\tEffective Communcations for Higher Performance - Centre for Continuing Education - Nirma University\r\n'
247,'\r\n\tPhotography - Centre for Continuing Education - Nirma University\r\n'
248,'\r\n\tLatest News - Latest Updates - Centre for Continuing Education - Nirma University\r\n'
249,'\r\n\tProgrammable Logic Controller - Centre for Continuing Education - Nirma University\r\n'
250,'\r\n\tAnalysis and Design of Building using STAAD Pro - Centre for Continuing Education - Nirma University\r\n'
251,'\r\n\tAdvances in Natural Medicines  Nutraceuticals and Herbal Medicines - Centre for Continuing Education - Nirma University\r\n'
252,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
253,'\r\n\tHands-on-Training on "Formulation and Characterization of Nanoparticulate Drug Delivery Systems" - Centre for Continuing Education - Nirma University\r\n'
254,'\r\n\tMedia Gallery Centre for Continuing Education - Nirma University\r\n'
255,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
256,'\r\n\tPhoto Gallery of Institute of Architecture and Planning - Nirma University\r\n'
257,'\r\n\tHeritage Walk at Ahmedabad Old City - Institute of Architecture and Planning - Nirma University\r\n'
258,'\r\n\tGuest Lecture - Institute of Architecture and Planning - Nirma University\r\n'
259,'\r\n\tShaktiyoga Ashram Residential Workshop - Institute of Architecture and Planning - Nirma University\r\n'
260,'\r\n\t February 2017 News Archived Institute of Architecture and Planning - Nirma University\r\n'
261,'\r\n\t April 2017 News Archived Institute of Architecture and Planning - Nirma University\r\n'
262,'\r\n\t June 2017 News Archived Institute of Architecture and Planning - Nirma University\r\n'
263,"\r\n\tInstitute of Architecture Inaugurated - 1st August' 2014 - Institute of Architecture and Planning - Nirma University\r\n"
264,'\r\n\tPerception Study of Architectural Sites - Institute of Architecture and Planning - Nirma University\r\n'
265,'\r\n\t February 2017 Media Room archive  Media Gallery archive - 2017  Institute of Architecture and Planning - Nirma University\r\n'
266,'\r\n\t 2014 Media Room archive  Media Gallery archive - 2014  Institute of Architecture and Planning - Nirma University\r\n'
267,'\r\n\t May 2017 Media Room archive  Media Gallery archive - 2017  Institute of Architecture and Planning - Nirma University\r\n'
268,'\r\n\t 2014 News Archived Faculty of Doctoral Studies & Research - Nirma University\r\n'
269,'\r\n\t 2016 Media Room archive  Media Gallery archive - 2016  Institute of Commerce - Nirma University\r\n'
270,'\r\n\t 2015 News Archived Faculty of Doctoral Studies & Research - Nirma University\r\n'
271,'\r\n\t 2016 News Archived Faculty of Doctoral Studies & Research - Nirma University\r\n'
272,'\r\n\t 2015 Media Room archive  Media Gallery archive - 2015  Institute of Architecture and Planning - Nirma University\r\n'
273,'\r\n\r\n'
274,'\r\n\t 2016 News Archived Institute of Commerce - Nirma University\r\n'
275,'\r\n\t 2016 Media Room archive  Media Gallery archive - 2016  Institute of Architecture and Planning - Nirma University\r\n'
276,'\r\n\t 2016 News Archived Centre for Continuing Education - Nirma University\r\n'
